time,open,high,low,close
2022-08-31T17:30:00+03:00,3984.92,3999.73,3971.96,3979.54
2022-08-31T18:30:00+03:00,3979.61,3995.97,3975.57,3984.35
2022-08-31T19:30:00+03:00,3984.39,3987.77,3970.67,3974.52
2022-08-31T20:30:00+03:00,3974.62,3976.61,3965.8,3970.18
2022-08-31T21:30:00+03:00,3970.21,3982.56,3956.37,3970.88
2022-08-31T22:30:00+03:00,3969.89,3982.3,3954.53,3954.99
2022-09-01T16:30:00+03:00,3936.73,3936.73,3908.42,3928.54
2022-09-01T17:30:00+03:00,3928.67,3928.86,3903.65,3911.26
2022-09-01T18:30:00+03:00,3911.27,3928.07,3909.83,3920.24
2022-09-01T19:30:00+03:00,3920.21,3933.27,3906.07,3932.4
2022-09-01T20:30:00+03:00,3932.51,3946.9,3921.73,3944.44
2022-09-01T21:30:00+03:00,3944.45,3957.91,3938.84,3943.48
2022-09-01T22:30:00+03:00,3943.36,3970.23,3940.27,3966.86
2022-09-02T16:30:00+03:00,4004.2,4006.24,3973.86,4006.01
2022-09-02T17:30:00+03:00,4006.24,4018.43,4001.75,4011.71
2022-09-02T18:30:00+03:00,4011.7,4016.23,3987.79,3988.42
2022-09-02T19:30:00+03:00,3988.37,3989.49,3935.89,3937.54
2022-09-02T20:30:00+03:00,3937.5,3946.38,3925.46,3938.85
2022-09-02T21:30:00+03:00,3939.51,3942.26,3923.88,3929.09
2022-09-02T22:30:00+03:00,3929.14,3929.14,3906.21,3924.27
2022-09-06T16:30:00+03:00,3933.57,3942.33,3886.75,3905.77
2022-09-06T17:30:00+03:00,3905.91,3942.55,3899.53,3923.56
2022-09-06T18:30:00+03:00,3923.05,3940.68,3906.95,3913.77
2022-09-06T19:30:00+03:00,3913.59,3922.58,3894.37,3897.79
2022-09-06T20:30:00+03:00,3897.52,3919.13,3894.45,3913.1
2022-09-06T21:30:00+03:00,3913.07,3919.39,3901.9,3911.95
2022-09-06T22:30:00+03:00,3911.96,3914.54,3899.49,3908.2
2022-09-07T16:30:00+03:00,3907.16,3929.6,3906.03,3925.46
2022-09-07T17:30:00+03:00,3925.67,3947,3924.48,3941.54
2022-09-07T18:30:00+03:00,3941.55,3946.75,3931.46,3937.08
2022-09-07T19:30:00+03:00,3937.17,3955.79,3933.62,3949.1
2022-09-07T20:30:00+03:00,3949.16,3977.78,3949.08,3973.65
2022-09-07T21:30:00+03:00,3973.68,3987.89,3971.38,3987.51
2022-09-07T22:30:00+03:00,3987.57,3987.72,3976.91,3979.88
2022-09-08T16:30:00+03:00,3959.94,3986.3,3944.81,3980.48
2022-09-08T17:30:00+03:00,3980.49,4010.5,3977.97,4005.26
